Event,Year,Rider,Position,Cap/Bib,Class,Days,Hours,Minutes,Result,Bike,Data Source,Category,Finish Location,Notes,Slug
Silk Road Mountain Race,2018,Pierre-Arnaud Le Magnan,4,70,Solo,9,9,5,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Alex Jacobsen,5,80,Solo,9,15,5,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Jan Kopka,6,69,Solo,10,8,52,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Francisco Montoya Ramirez,7,72,Solo,10,10,9,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Janis Viskers,8,62,Solo,10,10,59,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Rui Rodrigues,9,81,Solo,10,14,17,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Pete McNeil,10,27,Solo,11,11,44,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Sebastiaan Rotgans,11,20,Solo,11,13,22,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,John White,12,79,Solo,12,2,59,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Wannes Baetan,13,21,Solo,12,8,43,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Laurens Van Gucht,14,15,Solo,12,9,56,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Lee Pearce,15,29,Solo,13,0,0,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Joshua Rea,16,53,Solo,13,3,45,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Ben Salthouse,17,57,Solo,13,4,52,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Jenny Tough,18,44,Solo,13,6,12,Finished,Traditional/Geared,Website,Women,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Mikko Mäkipää,19,58,Solo,13,6,31,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Giacomo Maltman,1,33B,Pair,13,6,38,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Olaf Van Der Vis,20,24,Solo,13,7,14,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Craig Dolwin,21,32,Solo,13,7,59,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Katie L'Herpiniere,2,19A,Pair,14,1,24,Finished,Traditional/Geared,Website,Women,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Lee Townend,2,19B,Pair,14,1,24,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Shona Oldfield,3,14A,Pair,14,4,0,Finished,Traditional/Geared,Website,Women,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Richard Naylar,3,14B,Pair,14,4,0,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Mike Sheldrake,22,55,Solo,14,5,9,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Colin Woollard,23,8,Solo,14,8,17,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Christian Buddecke,4,71B,Pair,14,8,45,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,David Chirnside,24,9,Solo,14,9,51,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Tour Divide,2008,Matthew Lee,1,,Solo,19,12,0,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Ardie Olson,2,,Solo,21,13,46,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Adrian Stingaciu,4,,Solo,23,22,55,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Alan Goldsmith,3,,Solo,23,22,55,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Leighton White,5,,Solo,23,22,55,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Felix Wong,6,,Solo,27,10,37,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Mary Collier,W1 / 7,,Solo,29,17,37,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2008,Stephen Gleasner,8,,Solo,29,17,37,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Matthew Lee,1,,Solo,17,23,45,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Kurt Refsnider,2,,Solo,18,11,13,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Tracey & Jay Petervary,,,Pair,18,13,50,Finished,Tandem/Geared,Website,Mixed,,,tour-divide
Tour Divide,2009,Chris Plesko,3,,Solo,19,0,21,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Blaine Nestor,4,,Solo,21,5,15,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Leighton White,5,,Solo,21,5,15,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Joe Meiser,6,,Solo,21,10,34,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Steve Wilkinson,7,,Solo,21,10,34,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Eric Bruntjen,8,,Solo,21,12,0,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Alan Goldsmith,9,,Solo,21,12,59,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Cannon Shockley,10,,Solo,21,12,59,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,John Fettis,11,,Solo,21,12,59,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Jill Homer,W1 / 12,,Solo,24,7,24,Finished,Traditional/Geared,Website,Women,,,tour-divide
Tour Divide,2009,Paul Howard,13,,Solo,27,5,42,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Trevor Browne,14,,Solo,27,5,42,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2009,Michael Komp,15,,Solo,31,22,35,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Matthew Lee,1,,Solo,17,16,10,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Blaine Nester,2,,Solo,18,11,35,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Aidan Harding,3,,Solo,19,14,12,Finished,Single Speed,Website,Men,,,tour-divide
Tour Divide,2010,Eric Nelson,4,,Solo,20,7,2,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Forest Baker,5,,Solo,20,9,13,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Marshal Bird,6,,Solo,21,18,24,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Mathew Arnold,7,,Solo,21,20,10,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Mike Prochaska,8,,Solo,21,22,28,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,John Foster,9,,Solo,22,5,22,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,David Goldberg,10,,Solo,22,9,42,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Derek Richert,14,,Solo,22,15,45,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Grant Crosby,12,,Solo,22,15,45,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Jacob Johnsrud,11,,Solo,22,15,45,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Tom Moriarty,13,,Solo,22,15,45,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Shawn Sheppard,15,,Solo,22,18,7,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Dave Preston,16,,Solo,22,20,17,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Nicolas Senie,17,,Solo,25,16,10,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Brad Perry,21,,Solo,26,9,36,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Cricket Butler,W1 / 18,,Solo,26,9,36,Finished,Traditional/Geared,Website,Women,,,tour-divide
Tour Divide,2010,David Tremblay,22,,Solo,26,9,36,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Jon Billman,20,,Solo,26,9,36,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Stephen Huddle,19,,Solo,26,9,36,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2010,Patrick Tsai,23,,Solo,28,7,29,Finished,Traditional/Geared,Website,Men,,,tour-divide
Tour Divide,2011,Kurt Refsnider,1,,Solo,15,20,51,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Jefe Branham,2,,Solo,16,0,5,Finished,Single Speed,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Ethan Passant,3,,Solo,17,12,20,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Parker Smith,4,,Solo,17,21,50,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Robert Giannini,4,,Solo,17,21,50,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Aidan Harding,6,,Solo,18,14,1,Finished,Single Speed,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Saemi Burkart,7,,Solo,19,7,33,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Reto Koller,8,,Solo,19,7,34,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Marco Costa,9,,Solo,19,7,36,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Mike Hall,10,,Solo,19,8,47,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Justin Voss,11,,Solo,20,14,2,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Dejay Birtch,12,,Solo,20,16,56,Finished,Single Speed,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Ben Oney,13,,Solo,20,17,59,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Markus Meier,14,,Solo,21,4,16,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,John Richardson,15,,Solo,21,6,40,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Lukas Aufschlager,16,,Solo,21,10,15,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Dylan Taylor,17,,Solo,21,10,17,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Lance Griffin,18,,Solo,21,10,35,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,David Goldberg,19,,Solo,21,11,0,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Derek Bentley,20,,Solo,21,14,6,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Caroline Soong,W1 / 21,,Solo,22,9,59,Finished,Traditional/Geared,Website,Women,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Danny Hill,22,,Solo,22,17,13,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Kim Raeymaekers,23,,Solo,23,9,25,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Bob Anderson,24,,Solo,23,16,27,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Norb DeKerchove,25,,Solo,24,3,12,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Tom Sap,26,,Solo,24,4,1,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,JP Evans,27,,Solo,24,4,4,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Ray Porter,28,,Solo,24,4,23,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Daniel Bayley,29,,Solo,24,6,12,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Luke Doney,30,,Solo,24,6,37,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Lee Krumholz,31,,Solo,24,10,9,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,John Umstead,32,,Solo,24,10,45,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Tori Fahey,W2 / 33,,Solo,24,11,27,Finished,Traditional/Geared,Website,Women,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Jon Pettit,34,,Solo,24,15,47,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,David Horton,35,,Solo,25,1,57,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Simon Harling,36,,Solo,27,1,0,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Will Snow,37,,Solo,27,10,31,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Reinhold Mueller,38,,Solo,27,10,36,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Greg Phillips,39,,Solo,27,10,37,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Marian Penso,W3 / 40,,Solo,28,3,45,Finished,Traditional/Geared,Website,Women,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Sheila Reiter,W4 / 41,,Solo,28,9,29,Finished,Traditional/Geared,Website,Women,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Sheila Torres-Blank,W4 /41,,Solo,28,9,29,Finished,Traditional/Geared,Website,Women,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Kevin Cunniffe,43,,Solo,28,11,28,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Joel Martinez,44,,Solo,28,11,31,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2011,Nicholas Kennedy,45,,Solo,30,0,1,Finished,Traditional/Geared,Website,Men,,"Detours - Snowmaggedon, major re-routes",tour-divide
Tour Divide,2012,Oliver Whalley,1,,Solo,16,2,54,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Craig Stappler,2,,Solo,16,16,45,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Garrett Peltonen,3,,Solo,16,22,0,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Kurt Sandiforth,4,,Solo,16,22,4,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Serge Chiasson,5,,Solo,17,23,25,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Jarrel Ryter,6,,Solo,18,12,17,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Eszter Horanyi,W1 / 7,,Solo,19,3,35,Finished,Traditional/Geared,Website,Women,,Dry & fast,tour-divide
Tour Divide,2012,Dylan Taylor,8,,Solo,19,9,31,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Babe the Blue tandam,,,Solo,20,12,18,Finished,Tandem/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Eric Schraufnagel,9,,Solo,20,17,21,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Ryan Correy,10,,Solo,21,2,51,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Al Brunisso,11,,Solo,21,9,36,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Terry Brannick,12,,Solo,21,12,17,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Katherine Wallace,W2 / 13,,Solo,21,14,35,Finished,Traditional/Geared,Website,Women,,Dry & fast,tour-divide
Tour Divide,2012,Georg Deck,14,,Solo,22,2,55,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Michael Intrabartola,15,,Solo,22,2,55,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,David Goldberg,16,,Solo,22,11,51,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Giovanni Roveri,17,,Solo,22,12,58,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Danilo Clapier,18,,Solo,22,13,1,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Dave Meissner,19,,Solo,22,16,20,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Aaron Weinsheimer,20,,Solo,23,5,6,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Justin Simioni,21,,Solo,23,5,29,Finished,Single Speed,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Tracey Petervary,W3 / 22,,Solo,23,19,15,Finished,Traditional/Geared,Website,Women,,Dry & fast,tour-divide
Tour Divide,2012,Max Morris,23,,Solo,23,19,19,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Erik Goedhart,24,,Solo,23,19,24,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,John Phillips,25,,Solo,25,1,15,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Kevin Greten,26,,Solo,25,8,0,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Tom Thomas,27,,Solo,25,10,39,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Nathan Mawkes,28,,Solo,25,10,43,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Billy Rice,29,,Solo,25,19,23,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Scott Andrews,30,,Solo,26,5,46,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Chris Zagozen,31,,Solo,26,6,41,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Al Gilmore,32,,Solo,26,6,42,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Josh Smith,33,,Solo,26,6,42,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Brett Stepanik,34,,Solo,26,6,45,Finished,Single Speed,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Jon Cox,35,,Solo,26,8,32,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Ben Yandeua,36,,Solo,26,18,6,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Marco Costa,37,,Solo,26,22,40,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Elena Masseranti,38,,Solo,26,22,41,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Greg Lavitsky,39,,Solo,27,4,50,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Sara Dallman,W4 / 40,,Solo,27,12,5,Finished,Traditional/Geared,Website,Women,,Dry & fast,tour-divide
Tour Divide,2012,Rich Wolf,41,,Solo,27,23,0,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,James Hodges,42,,Solo,28,1,44,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Steven Martine,43,,Solo,29,10,31,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Prentice Campbell,44,,Solo,29,10,35,Finished,Single Speed,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Cody Rudow,45,,Solo,30,15,22,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Louis Nicholson,46,,Solo,30,23,59,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Aaron Hershberger,47,,Solo,31,0,2,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
Tour Divide,2012,Tyson Fahrenbruck,48,,Solo,31,2,42,Finished,Traditional/Geared,Website,Men,,Dry & fast,tour-divide
